Month,CCI,BCI,CLI,CCI Monthly,BCI Monthly,CLI Monthly,CCI Yearly,BCI Yearly,CLI Yearly
1995-12,100.4356,98.36526,98.56488,0.0002410084911,-0.0007892895541,0.0001739258556,-0.006138186885,-0.02555975805,-0.01918661001
1996-01,100.4519,98.342,98.63177,0.0001622930515,-0.0002364655977,0.0006786392882,-0.006786746465,-0.0236070997,-0.01600354763
1996-02,100.5234,98.44176,98.75582,0.0007117834506,0.001014419068,0.001257708343,-0.004766110125,-0.01891318972,-0.0116347009
1996-03,100.6688,98.68081,98.92467,0.001446429389,0.002428339355,0.001709772649,-0.001130154282,-0.01166749595,-0.006497333276
1996-04,100.6976,99.01199,99.10287,0.0002860866525,0.003356072979,0.001801370679,0.0001112364729,-0.003470722647,-0.001471049494
1996-05,100.6769,99.30716,99.26964,-0.0002055659718,0.002981154101,0.001682796876,0.00003178585867,0.004143385382,0.002785018962
1996-06,100.7854,99.55794,99.405,0.001077705015,0.002525296263,0.001363558889,-0.0001577360609,0.008135934694,0.005878222607
1996-07,100.9447,99.53612,99.49959,0.001580586077,-0.0002191688579,0.0009515617927,0.0002536685325,0.006704036389,0.007835522996
1996-08,101.0647,99.54004,99.57449,0.001188769693,0.00003938268842,0.0007527669209,0.001781236061,0.007258043135,0.009216936891
1996-09,101.1554,99.55225,99.64571,0.0008974449041,0.0001226642063,0.0007152434323,0.005051317973,0.008219206106,0.01047624533
1996-10,101.2775,99.65659,99.7183,0.001207053702,0.001048092836,0.0007284809351,0.007840612362,0.01085935012,0.01166406053
1996-11,101.3813,99.91515,99.80073,0.001024906815,0.002594509806,0.0008266286128,0.009659261797,0.01495475146,0.0127145483
1996-12,101.3965,100.1311,99.88929,0.0001499290303,0.002161333892,0.0008873682587,0.009567324733,0.01795186634,0.01343693616
1997-01,101.4472,100.1438,99.99309,0.000500017259,0.000126833721,0.001039150443,0.009908224732,0.01832177503,0.0138020437
1997-02,101.565,100.1009,100.1205,0.001161195183,-0.0004283839838,0.001274188046,0.01036176651,0.01685402618,0.01381872987
1997-03,101.6976,100.1347,100.2579,0.001305567863,0.0003376593018,0.001372346323,0.01021965097,0.01473325969,0.01347722464
1997-04,101.8622,100.2506,100.4004,0.001618523938,0.001157440927,0.001421334379,0.01156532033,0.01250969706,0.01309275907
1997-05,102.0481,100.448,100.5428,0.001825014579,0.001969065522,0.001418321043,0.01361980752,0.01148799341,0.01282527065
1997-06,102.2175,100.5825,100.6793,0.001660001509,0.001339001274,0.00135763078,0.01420939938,0.0102910928,0.01281927468
1997-07,102.3316,100.6998,100.7988,0.001116247218,0.001166206845,0.001186937136,0.01373920572,0.01169103236,0.01305744074
1997-08,102.3342,100.6359,100.8849,0.00002540759648,-0.0006345593536,0.0008541768354,0.01256126026,0.01100923809,0.01316009753
1997-09,102.3451,100.52,100.9424,0.0001065137559,-0.001151676489,0.0005699564553,0.01176111211,0.009721025893,0.01301300377
1997-10,102.3382,100.5278,100.9728,-0.00006741895802,0.00007759649821,0.0003011618507,0.01047320481,0.008742121319,0.0125804391
1997-11,102.3198,100.4664,100.9704,-0.0001797960097,-0.0006107763226,-0.00002376877733,0.009257131246,0.005517181328,0.01172005455
1997-12,102.2882,100.3196,100.9341,-0.000308835631,-0.001461185033,-0.0003595113023,0.008794189149,0.001882532001,0.01045967991
1998-01,102.4407,100.1548,100.8817,0.001490885557,-0.001642749772,-0.0005191506141,0.009793271771,0.0001098420471,0.008886714072
1998-02,102.6037,100.0037,100.8134,0.001591164449,-0.001508664587,-0.000677030621,0.01022694826,-0.0009710202406,0.006920660604
1998-03,102.6113,99.87195,100.7111,0.00007407140288,-0.001317451254,-0.001014746056,0.008984479476,-0.002623965518,0.004520342038
1998-04,102.5898,99.69082,100.5719,-0.0002095285802,-0.001813622343,-0.001382171379,0.007142983364,-0.00558380698,0.001708160525
1998-05,102.4909,99.44906,100.3975,-0.0009640334614,-0.002425097918,-0.001734082781,0.004339130273,-0.009944847085,-0.001445155695
1998-06,102.3721,99.21888,100.1992,-0.001159127298,-0.002314551792,-0.001975148784,0.001512461173,-0.01355722914,-0.004768606854
1998-07,102.2361,99.10962,100.0082,-0.001328486961,-0.001101201707,-0.001906202844,-0.000933240563,-0.01579129253,-0.007843347341
1998-08,102.044,99.05482,99.84856,-0.001878984038,-0.0005529231168,-0.001596269106,-0.002835806602,-0.01571089442,-0.01027249866
1998-09,101.8037,98.98788,99.75246,-0.002354866528,-0.0006757874074,-0.0009624575457,-0.005289945488,-0.0152419419,-0.01178830699
